"Name","Position","Team","Bye Week","Rank","Points","Risk","Upside","ADP","Tier","Outlook","Dynasty","Markers"
"Emanuel Wilson","RB","SEA","5","72","50.0","4.9","3.2","16.06","10","Wilson was quietly better than Josh Jacobs on a number of efficiency metrics. He is coming off a career high 142 total opportunities in Green Bay and flashed in a major way with his lone start in Week 12 with Jacobs sidelined. His addition to the Seattle backfield is noteworthy given Kenneth Walker’s departure and Zach Charbonnet’s ACL tear. There is a massive opportunity up for grabs in this Seahawks backfield, although first-round pick Jadarian Price should eventually be the lead back. Wilson could gain more touches than we think early on, but he likely fades into the background once Charbs returns from injury.","The 27-year-old signed a low-risk one-year deal worth up to $2.1 million. That contract and the drafting of Jadarian Price suggest he is nothing more than a depth piece for this squad.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Isaiah Davis","RB","NYJ","9","73","50.0","5.2","3.3","","10","Davis is an explosive backup RB who averaged 5.5 yards per carry through two seasons, albeit on just 73 total attempts. He was also electric in the passing game, but averaged just 29% of the snaps behind Breece Hall. New OC Frank Reich and HC Aaron Glenn have toiled with the idea of a committee approach, but the contract extension and talent of Hall suggest otherwise. Expect a handful of touches per game but zero fantasy relevance to start the season.","The 24-year-old Davis enters Year 3 stuck behind Breece Hall, competing for bread crumbs alongside Braelon Allen. He sadly ended up on the wrong NFL team to make significant fantasy noise. For dynasty purposes, he is barely holding a bench spot, even in the deepest of leagues.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Devin Neal","RB","NO","11","74","47.7","4.8","2.7","17.03","10","The sixth-round pick in 2025 barely sniffed the field for the first three months of the season behind veteran Alvin Kamara. However, he was called upon for a three-week stretch (Weeks 12-14) when he averaged 17 opportunities per game before missing the final two weeks of the season due to an injury. Perhaps he can carve out a role as the RB2 behind Etienne as the insurance back, but he is best left on waivers to start the year.","Consider him the “Anthony Mackie” of Avengers actors: he’s fine, but when you give him a leading role, you are left asking why anyone greenlit this as a good idea. Neal was an all-around back at Kansas who didn’t exactly overpower people as a runner. With Etienne inked to a big free agent deal, he is relegated to being a middling backup.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jerome Ford","RB","WAS","9","75","47.3","4.8","2.3","","10","“Uncle Jerome” had a brief moment filling in Cleveland a couple of years back, but at this point, he is nothing more than another camp body. Someone in the Washington backfield will get the short end of the stick after training camp and pre-season. Sorry, Jerome, but everyone is pointing at you.","The former fifth-rounder was once useful on the Browns, including a surprising RB17 season in 2023. His days of fantasy relevance and taking up an NFL roster spot are likely coming to an end.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Jaydon Blue","RB","DAL","10","76","46.6","5.0","4.1","19.01","10","Blue was a hyped name last summer as a fifth-round rookie, some claimed could take hold of the Dallas backfield. Whoops! He took a backseat to Javonte Williams while being inactive in 12 games last season. We are projecting Blue to take a small step forward and potentially see 20-25% of the backfield touches in 2026. For fantasy, he is off the redraft radar, but perhaps his receiving work eats into Javonte’s.","Blue is a classic example of dynasty managers getting the cart before the horse. While the opportunity last off-season was there, the draft capital (149th overall pick) suggested he would likely not see the field much as a rookie. Consider him an insurance back, although Malik Davis could certainly be the preferred lead back if Javonte went down.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Devin Singletary","RB","NYG","14","77","45.0","4.9","2.9","","10","Entering the final year of his free agent deal with the Giants, “Singlecarry” was surpassed on the depth chart by both Cam Skattebo and Tyrone Tracy while seeing career lows in receptions and yards per carry. It’s not the way you want things to trend entering your age-29 season. Consider this man D-O-N-E.","“Dingleberry” was a Daboll guy, so it wouldn't be surprising to see him completely phased out of the offense with Skatt and Tracy dominating touches. He is a fringe bench name who likely will be on dynasty waiver wires heading into 2027.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Kaytron Allen","RB","WAS","","78","42.2","5.3","3.5","16.01","10","Nicknamed ""the Fatman"" by his mother, Allen came into Penn State as a highly regarded recruit and got to work in the gym. He checks a lot of the physical profile boxes we want at the next level, and finished his college career as Penn State's all-time leader in rush attempts and rushing yards. The question is whether his lack of flash and creativity as a runner will cap him at the next level. He likely begins third or fourth on the Washington depth chart.","While playing alongside Nicholas Singleton, he certainly was able to handle a heavy workload, and his final three-game run (72 carries for 567 yards and five rushing TDs) put an exclamation point on a stellar career. His patient, no-nonsense style will win over coaches, but as an older prospect, it is tough pounding the table for him despite being in a subpar RB draft class.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Trevor Etienne","RB","CAR","14","79","37.1","4.3","3.8","","10","Travis’ little brother was a fourth-rounder out of Georgia last year who touched the ball only 23 times as a rookie. He will compete with Jonathon Brooks for touches behind Chuba Hubbard. That is fantasy football code for: he is probably irrelevant.","Oh, you are looking for Trevor (“Aychane”) Etienne dynasty advice?! He was a middling prospect stuck in depth chart purgatory in Carolina. If his name were “Donald McDonaldson,” you would probably think twice, but the family name subconsciously gives him a boost that maybe he could work in fantasy football.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"George Holani","RB","SEA","8","80","33.8","4.5","2.0","","10","GEORGE! The Seahawks special teamer was thrust into a bigger role during the NFL playoffs after Zach Charbonnet went down with his ACL tear. He caught three passes in the NFC title game but will once again be relegated to third or fourth string on the roster. Rookie Jadarian Price and Emmanuel Wilson should work ahead of George, with Charbonnet eventually returning from injury.","There is a small Holani hive that meets in the shadows, begging and demanding that their hero be given more opportunities on the field. They are a selective group believing the former undrafted free agent will rise from the depths and eventually take over an NFL backfield. “He’s good”, they say, referencing his Week 10 TD run against Arizona. “George is electric!” writes an anonymous group leader in their AOL group chat forum, mentioning his 24.2 yards per kick return average in 2025. “The government is suppressing his Boise State college film!"" adds a user named “FFHitman”. Who are we to judge if this is the “Summer of George”? He is under contract for one more season for a whopping $1 million and will be a restricted free agent in 2027.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Will Shipley","RB","PHI","9","81","32.9","4.6","2.9","","10","Competing with Tank Bigsby for scraps at the table, Shipley had just 23 total touches on the season for 105 total yards. To put his brief two-year career in perspective, his 27% rush success rate ranks 419th among 425 qualifying RBs since 2010. Apologies if you were coming to Will Shipley’s player profile hoping for some optimism. It ain’t here, folks!","Shipley is nothing but an insurance back to dangle in front of a Saquon manager. We often overvalue these backups as the fear of “what could happen” outweighs the reality of a former Day 3 RB ever making an impact in dynasty. His capable hands make him a third-down back to stash for now.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Kaleb Johnson","RB","PIT","5","82","30.5","5.2","3.1","17.08","10","Should we just act like 2025 never happened? The Steelers drafted Johnson in the third round, and then it was all downhill from there. His kickoff blunder in Week 1 against Seattle set the stage for a train-wreck of a season where he was inactive in seven games and failed to have a single rush attempt gain 10+ yards. If there is any hope for the future, it is the fact that Mike Tomlin is gone, and Mike McCarthy could give him a clean slate. He begins the off-season as the projected RB3 in Pittsburgh.","That sound you heard is the garbage truck passing your house as all your Kaleb Johnson dynasty shares are compacted into a worthless mess. He is still a hold because we all know “you can’t cut that guy”. Our studies show that Day 2 RBs who were sparingly used as a rookie (<70 total touches) often end up increasing in Year 2 with a double-digit per-game workload. Good luck!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"AJ Dillon","RB","CAR","9","83","28.9","4.5","2.3","","10","The artist formerly known as “AJ Villain” is in Year 6 of the feature film production known as “Quadzilla”. While there was a ton of hype early on for this movie, the reviews are in: Dillon is better suited for the “hired muscle” role than as a featured final boss. He technically is on the Carolina roster, but could easily be cut come August with just $100,000 guaranteed in his contract.","Ah, so you’ve come here for AJ Dillon dynasty wisdom. How is this guy still in the NFL? This is AJ Dillon’s profile for fantasy football. Nothing could be more serious than this man’s contribution to fantasy rosters in 2026… except for the fact that there is a real chance he doesn’t make the final 53-man roster.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Ollie Gordon II","RB","MIA","12","84","28.8","5.1","2.9","","10","The 6’2” bruiser saw limited work as a rookie, averaging an utterly disgusting 2.8 yards per carry on 70 total carries. Sounds bad, right? What if we told you that was the WORST per carry average of any rookie RB over the last decade? Seriously, 99 different rookie RBs since 2016 saw 70+ carries, and Ollie was the worst. It was quite the dubious distinction. Are you curious who the best rookie was in that span? (Seriously, since you are here wanting Ollie Gordon II takes, we might as well keep this thing rolling.) It was some guy named De’Von Achane who averaged five MORE yards per carry (7.8) than Ollie did. His sixth-round draft capital, Achane’s insane talent, and the Dolphins' projected win total (4.5) suggest you will not be counting on Ollie in 2026.","Remember when Gordon was a sophomore sensation at Oklahoma State? His name value keeps him afloat, but as a backup RB on arguably the worst roster in the NFL, what are we going for here, folks? Are you sincerely hoping for an Achane injury? You sick, sick person. Leave. Now!","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Adam Randall","RB","BAL","","85","28.6","4.7","3.8","","10","Randall came to Clemson as a highly regarded WR and ended his senior year as an intriguing RB prospect after collecting 13 total TDs and 36 receptions. He was taken on Day 3, most notably as someone hand-selected by the team’s owner, which is either the best thing or the worst thing, depending on your point of view. Perhaps he can earn the RB2 role behind the Big Dog, but the most likely outcome is that he is just a role player in Year 1.","Randall is huge (6’2”, 230+ lbs.), making him a unique evaluation for the NFL. We all love a good narrative and a chance to connect the dots for fantasy. We have seen some recent success from former WRs who converted to RB in the NFL, including Antonio Gibson, Tony Pollard, and Tyrone Tracy Jr. In rookie drafts, he was one of our favorite Round 3 lottery tickets.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Demond Claiborne","RB","MIN","","86","26.7","5.3","4.8","17.10","10","Claiborne slipped to the sixth round, albeit in a solid landing spot for the future, as both Aaron Jones Sr. and Jordan Mason are in the final year of their deals. His experience as a kick returner shows on the field, but dear Lord, Claiborne needs to take care of the football. He frequently was stuffed at the line of scrimmage, fumbled the football, or had concentration issues in the passing game.","If you are looking for lightning speed to get outside and make plays in space, Claiborne is a fun player with some boom-bust tendencies. Consider him a taxi squad all-star for 2026.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Tahj Brooks","RB","CIN","10","87","24.2","4.2","3.6","","10","Taken in the sixth round in 2025, there were rumblings that Brooks could win the backup job behind Chase Brown. (Narrator: but he did not.) The Day 3 pick touched the ball 17 total times as a rookie, and old man Samaje Perine is back again in 2026 as the trusted third-down back the Bengals mix in.","Brooks is an end-of-bench lottery ticket that likely will be thrown in the trash very soon.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
"Audric Estimé","RB","NO","11","88","15.8","4.0","3.0","19.03","10","After spending his rookie year in Denver, the one known as “Estime Lauder” found his way on the Saints roster and willed his way to two top-15 finishes in the final two weeks of the season. Before you get too excited, realize the entire Saints backfield depth chart was on injured reserve. Free agent signing Travis Etienne Jr. will be the bell-cow while Estimé occasionally mixes in for a handful of carries.","He is the definition of a BBB- a big-bodied back. However, unless your dynasty roster has a specific BBB slot, you can drop the underwhelming back.","Mark Drafted                      Mark Keeper                      Mark Favorite                      Mark Watchlist                      Mark Avoid"
